ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
0,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,899,193.30785,9.638448,12000.0,257.59,52,12000.0,2466,7,0,9,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,193.319617,15.035821,8304.0,400.0,126,40000.0,2435,7,5,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,994,193.323412,29.846033,15000.0,154.11,120,15000.0,2276,8,1,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,65000.0,899,193.324312,8.025938,32000.0,591.08,60,32000.0,2403,7,2,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,193.325452,31.514746,25000.0,254.56,120,25000.0,2411,7,2,17,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,962,193.327645,28.567191,25000.0,254.56,120,25000.0,2507,7,3,12,1
0,1,0,0,1,0,0,0,0,0,0,0,0,5700.0,924,193.335326,15.625107,41.0,64.18,120,5700.0,2099,7,1,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,32500.0,899,193.341092,33.498768,29000.0,295.29,120,29000.0,2419,7,4,17,0
0,1,0,0,1,0,0,0,0,0,0,0,0,16000.0,887,193.343732,14.702091,8304.0,161.0,127,16100.0,2384,7,1,18,0
1,0,0,0,1,0,0,0,0,0,0,0,0,37000.0,899,193.350542,29.589383,8304.0,390.0,118,37000.0,2178,8,3,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,899,193.352511,31.487757,12000.0,226.9,60,12000.0,2406,7,2,16,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,193.35736,30.482713,3800.0,340.8,48,15000.0,2265,8,4,6,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15100.0,934,193.357476,16.827492,8304.0,300.0,57,15100.0,2192,7,4,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,899,193.366026,23.633097,12500.0,133.07,120,12500.0,2185,8,3,10,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,193.371881,30.467905,5000.0,97.4,60,5000.0,2434,7,5,14,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,193.375101,8.611846,1000.0,110.0,118,10000.0,2488,7,1,15,1
1,0,0,0,0,0,0,0,0,1,0,0,0,7500.0,899,193.376149,12.812888,8304.0,150.0,53,6900.0,2406,7,2,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,193.388143,5.692551,15000.0,154.11,120,15000.0,2471,7,0,9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,20000.0,974,193.391457,9.576132,20000.0,248.89,95,20000.0,2469,7,0,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5750.0,899,193.395453,31.444615,8304.0,100.0,67,5700.0,2402,7,2,9,0
0,1,0,0,0,1,0,0,0,0,0,0,0,6250.0,990,193.404618,14.495073,8304.0,75.0,107,6200.0,2412,7,3,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,193.40564,31.434407,15000.0,497.07,32,15000.0,2397,7,2,10,0
0,1,0,0,0,0,0,0,0,1,0,0,0,29000.0,899,193.406199,17.5931,8304.0,100.0,86,7000.0,2099,7,3,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,193.407787,51.432069,10000.0,149.19,79,10000.0,2131,7,4,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1063,193.414648,9.518323,5000.0,75.23,82,5000.0,2469,7,0,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,760,193.41974,14.464412,50000.0,509.11,120,50000.0,2467,7,0,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,66298.0,899,193.421404,6.461332,76.15,551.88,120,54200.0,2403,7,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,32500.0,969,193.434185,13.722277,8304.0,325.0,126,32500.0,2469,7,0,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,75000.0,983,193.464761,21.527857,75000.0,763.67,120,75000.0,2192,8,1,11,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,193.476681,31.363162,5000.0,431.05,12,5000.0,2402,7,2,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,193.479286,31.360534,10000.0,300.07,36,10000.0,2406,7,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,193.492108,21.595688,8304.0,50.0,138,5000.0,2186,8,1,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,13000.0,913,193.516328,9.539525,12800.0,242.02,60,12800.0,2508,7,3,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,851,193.518592,43.324232,25000.0,295.81,100,25000.0,2159,8,1,7,1
0,1,0,0,0,0,0,0,1,0,0,0,0,5000.0,883,193.541815,16.632519,5000.0,152.82,36,5000.0,2426,7,2,18,0
0,1,0,0,0,0,0,0,0,1,0,0,0,7500.0,1005,193.706091,16.501442,8304.0,150.0,58,7500.0,2508,7,2,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,193.74979,14.234908,6998.85,300.07,36,10000.0,2509,7,3,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7250.0,899,193.828373,9.305078,7500.0,140.18,63,7500.0,2421,7,5,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899,193.855284,53.984246,8304.0,408.14,54,20000.0,2405,7,2,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,193.863691,20.389106,8304.0,274.29,61,15000.0,2481,7,0,12,0
1,0,0,0,0,0,0,0,0,1,0,0,0,7500.0,899,193.888807,12.036489,8304.0,150.0,58,7500.0,2511,7,2,10,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,769,193.889344,16.097,1188.39,1226.49,60,66400.0,2092,7,2,14,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,891,193.891215,8.930635,482.0,532.59,80,37200.0,2407,7,3,13,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,929,193.892203,42.222543,8304.0,328.14,180,44000.0,2112,7,4,6,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,962,193.898884,8.92625,5000.0,222.31,24,5000.0,2515,7,3,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,52000.0,854,193.924381,14.235538,5690.47,529.48,120,52000.0,2404,7,2,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,958,193.936063,40.006894,30000.0,1088.63,29,30000.0,2097,7,6,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,42000.0,899,193.939952,12.197054,42000.0,839.33,55,42000.0,2497,7,1,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,844,193.946917,12.929703,6500.0,250.0,96,20000.0,2094,7,6,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,60000.0,1038,193.949536,89.099123,8304.0,600.0,126,60000.0,2361,8,2,13,1
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,893,193.950421,14.968086,8304.0,300.0,56,15000.0,2110,7,4,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,35000.0,899,193.956971,30.882811,15000.0,356.38,120,35000.0,2443,7,2,22,0
0,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,899,193.960324,30.87977,11000.0,268.98,45,11000.0,2481,7,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,789,193.96462,13.061037,5290.8,250.0,69,15000.0,2123,7,6,5,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1044,193.968577,8.092278,10000.0,106.46,120,10000.0,2505,7,3,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,193.97001,7.936492,5000.0,152.82,36,5000.0,2479,7,0,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,193.970939,30.869197,5000.0,192.52,28,5000.0,2479,7,0,12,0
0,1,0,0,1,0,0,0,0,0,0,0,0,17500.0,773,193.97829,20.884758,6463.0,178.77,120,17400.0,2100,7,4,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,193.987956,30.852101,15000.0,154.11,120,15000.0,2397,7,2,10,0
0,1,0,0,0,0,0,0,0,1,0,0,0,12000.0,899,193.988041,13.136361,12227.48,205.49,120,20000.0,2399,7,2,10,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1080,193.989538,6.858168,8000.0,90.08,120,8000.0,2401,7,2,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,894,193.994217,13.216489,15000.0,154.11,120,15000.0,2506,7,3,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,904,194.015612,9.03569,7500.0,150.38,58,7500.0,2479,7,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,7000.0,899,194.017288,11.968356,7000.0,178.63,44,7000.0,2401,7,2,10,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1070,194.022469,14.04545,8304.0,692.29,47,30000.0,2506,7,3,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,55000.0,899,194.023353,30.816686,42500.0,560.02,120,55000.0,2479,7,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,194.029028,9.026366,20000.0,246.71,96,20000.0,2505,7,3,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.040925,1.044604,8304.0,200.0,85,14000.0,2402,7,2,14,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.046862,22.038676,20000.0,205.49,120,20000.0,2100,7,4,12,0
0,1,0,0,0,0,0,0,0,1,0,0,0,22500.0,956,194.047829,39.759776,22500.0,231.17,120,22500.0,2175,8,3,9,1
0,1,0,0,0,1,0,0,0,0,0,0,0,6000.0,867,194.049348,48.88337,8304.0,75.0,102,6000.0,2276,8,2,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,194.05419,30.786101,5000.0,100.25,58,5000.0,2410,7,2,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,899,194.056615,12.14181,8304.0,543.41,85,40000.0,2497,7,1,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.059209,12.996528,5000.0,152.82,36,5000.0,2404,7,2,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,194.066397,30.773823,9000.0,180.46,58,9000.0,2400,7,2,14,0
0,1,0,0,0,0,1,0,0,0,0,0,0,13000.0,960,194.070504,21.886336,15000.0,278.38,60,15000.0,2150,8,0,9,1
1,0,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,194.075432,12.916255,8304.0,225.0,78,15000.0,2404,7,2,13,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.076098,13.793428,8304.0,200.0,127,20000.0,2504,7,2,13,0
1,0,1,0,0,0,0,0,0,0,0,0,0,20000.0,899,194.077267,32.06723,2000.0,200.0,127,20000.0,2496,7,2,14,0
0,1,0,0,0,0,0,0,1,0,0,0,0,8000.0,899,194.077275,30.762891,8304.0,350.0,25,8000.0,2407,7,2,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,194.078981,31.760813,80.0,209.59,120,20400.0,2410,7,3,11,0
0,1,0,0,0,0,0,0,0,1,0,0,0,39000.0,899,194.080068,37.760039,8304.0,247.52,80,0.0,2508,7,2,17,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,748,194.098188,12.006145,10000.0,100.0,134,10000.0,2399,7,2,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1108,194.101058,6.913372,1000.0,85.0,70,5000.0,2505,7,1,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,7000.0,899,194.103772,30.736374,8304.0,100.0,86,7000.0,2410,7,2,17,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.104235,31.735539,8304.0,100.0,58,5000.0,2406,7,3,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,898,194.104478,20.800055,7500.0,75.0,138,7500.0,2097,7,0,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,12500.0,996,194.105546,20.070649,12500.0,133.07,120,12500.0,2097,7,4,12,1
0,1,0,0,0,0,0,0,0,0,1,0,0,5500.0,899,194.105904,31.733784,5500.0,107.14,60,5500.0,2408,7,3,8,0
0,1,0,0,0,0,0,0,0,1,0,0,0,50000.0,899,194.111936,30.727836,50000.0,509.11,120,50000.0,2478,7,0,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,817,194.116796,13.916048,15000.0,361.62,45,15000.0,2504,7,2,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,7500.0,916,194.145865,7.934816,8304.0,75.0,138,7500.0,2488,7,1,14,1
1,0,0,0,0,0,1,0,0,0,0,0,0,30000.0,899,194.150041,8.772655,8304.0,300.0,126,30000.0,2407,7,3,17,0
0,1,0,0,1,0,0,0,0,0,0,0,0,33400.0,899,194.157175,31.682399,8304.0,524.4,72,33400.0,2400,7,3,15,0
0,1,0,0,0,0,1,0,0,0,0,0,0,14500.0,725,194.159288,18.890561,6409.0,154.36,120,14500.0,2100,7,4,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,917,194.161738,34.836439,8304.0,300.0,126,30000.0,2095,7,2,14,1
1,0,1,0,0,0,0,0,0,0,0,0,0,50000.0,899,194.16849,19.655186,8304.0,1000.0,56,50000.0,2090,7,4,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,194.169615,29.961894,8304.0,150.0,127,15000.0,2478,7,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,22500.0,864,194.169888,39.649869,22500.0,231.17,120,22500.0,2101,7,4,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,194.170526,31.669406,19000.0,195.21,120,19000.0,2480,7,0,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,713,194.178037,8.875808,20000.0,205.49,120,20000.0,2507,7,3,12,1
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,899,194.193553,10.782954,1400.0,403.28,40,15000.0,2402,7,3,14,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.199665,0.102749,8304.0,450.0,57,23000.0,2410,7,2,17,0
0,1,0,0,0,0,0,0,0,0,1,0,0,12500.0,914,194.20557,5.923208,8304.0,133.07,120,12500.0,2465,7,0,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,743,194.210502,14.687018,8304.0,247.52,80,0.0,2404,7,3,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,899,194.211611,31.628221,10000.0,439.07,24,10000.0,2481,7,0,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,24000.0,899,194.215602,31.624246,8304.0,240.0,127,24000.0,2407,7,3,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,194.221309,36.618341,8304.0,50.0,138,5000.0,2400,7,3,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,21000.0,899,194.231414,12.91797,8053.58,299.58,90,23000.0,2409,7,3,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,6000.0,899,194.236014,31.603723,8304.0,200.0,33,6000.0,2479,7,0,13,0
1,0,1,0,0,0,0,0,0,0,0,0,0,9000.0,899,194.267804,12.73233,8304.0,200.0,51,9000.0,2091,7,0,13,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,194.268582,31.571046,8304.0,200.0,100,16500.0,2481,7,0,13,0
1,0,0,0,1,0,0,0,0,0,0,0,0,30000.0,899,194.277901,15.772772,8304.0,300.0,126,30000.0,2093,7,2,15,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,194.278527,18.977234,8304.0,247.52,80,0.0,2408,7,3,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,851,194.282848,8.851399,5000.0,100.25,58,5000.0,2508,7,3,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.292775,30.547345,8304.0,500.0,62,27500.0,2277,8,5,6,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15500.0,899,194.294399,31.545164,15500.0,287.66,60,15500.0,2401,7,3,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,30000.0,882,194.302538,14.791159,20000.0,803.98,40,30000.0,2443,7,2,22,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,945,194.309081,13.870107,10000.0,106.46,120,10000.0,2092,7,2,9,0
0,1,0,0,0,0,0,0,0,0,1,0,0,26000.0,923,194.326684,39.771608,26000.0,193.9,180,26000.0,2091,7,0,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,1049,194.327159,11.853012,9500.0,300.07,36,10000.0,2399,7,3,14,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,194.335411,20.526002,8304.0,170.0,58,8500.0,2499,7,3,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,1006,194.335452,13.88748,20000.0,1288.54,16,20000.0,2511,7,3,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,194.336186,32.503575,8200.0,137.12,72,8200.0,2313,8,0,6,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,883,194.336678,8.499318,10000.0,106.46,120,10000.0,2505,7,3,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,26000.0,878,194.343724,13.653151,26000.0,398.49,74,26000.0,2114,7,6,17,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.345061,32.494758,5000.0,100.25,58,5000.0,2400,7,4,13,0
0,1,0,0,0,0,0,0,0,0,0,1,0,280000.0,710,194.345622,13.581044,549.93,285.1,120,28000.0,2509,7,3,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,1045,194.35122,39.508522,15000.0,278.38,60,15000.0,2116,7,1,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,20000.0,754,194.354463,39.554344,20000.0,371.17,60,20000.0,2189,8,3,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,14000.0,975,194.360587,11.776631,10001.0,243.58,66,14000.0,2509,7,3,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,1003,194.363494,12.482542,5170.0,498.68,21,10000.0,2502,7,2,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,194.366658,31.473107,25000.0,350.34,82,25000.0,2479,7,0,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7200.0,899,194.368538,26.757732,7200.0,380.22,20,7200.0,2100,7,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,17500.0,899,194.371388,31.468425,17500.0,324.77,60,17500.0,2404,7,3,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1002,194.379764,14.590298,5000.0,152.82,36,5000.0,2415,7,3,18,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,1018,194.380289,19.781756,8304.0,200.0,57,10000.0,2140,8,0,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,194.381337,31.458281,10000.0,197.83,57,10000.0,2402,7,3,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,791,194.381758,13.838019,15000.0,583.95,27,15000.0,2096,7,0,7,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,899,194.382575,14.727504,8000.0,200.12,45,8000.0,2508,7,3,12,1
0,1,0,0,1,0,0,0,0,0,0,0,0,12750.0,899,194.387417,15.577388,8304.0,450.0,58,23300.0,2409,7,5,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,965,194.390201,18.674305,20000.0,205.49,120,20000.0,2093,7,4,15,1
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,899,194.399511,11.576991,22000.0,408.29,60,22000.0,2418,7,3,19,0
0,1,0,0,0,0,1,0,0,0,0,0,0,40800.0,899,194.399751,19.684108,8304.0,425.0,120,40800.0,2417,7,4,16,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,899,194.421647,6.43286,7000.0,895.84,8,7000.0,2481,7,0,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,1025,194.42951,4.425836,9940.0,150.0,127,15000.0,2422,7,5,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,864,194.441213,21.66872,3000.0,175.0,31,5000.0,2091,7,3,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,899,194.441366,31.398232,8000.0,160.41,58,8000.0,2416,7,3,18,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.447935,32.391593,5000.0,100.25,58,5000.0,2407,7,4,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,35000.0,899,194.473034,32.366715,8304.0,350.0,126,35000.0,2414,7,4,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,889,194.484275,12.677977,8304.0,200.0,45,8000.0,2412,7,4,15,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10500.0,877,194.488449,39.42037,8000.0,198.53,60,10500.0,2106,7,3,14,1
0,1,0,1,0,0,0,0,0,0,0,0,0,20000.0,899,194.645839,31.193914,10000.0,189.08,60,10000.0,2481,7,0,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,60000.0,846,194.751164,14.346907,7971.25,651.02,111,60000.0,2410,7,4,15,0
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,899,194.758937,28.154561,8304.0,247.52,80,0.0,2504,7,1,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,25000.0,899,194.844944,31.994728,8304.0,250.0,96,20000.0,2514,7,1,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,150000.0,624,194.899448,42.231476,15000.0,150.0,127,15000.0,2193,8,4,6,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,976,194.899528,7.931853,5000.0,97.4,60,5000.0,2509,7,2,11,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.899641,20.05912,2200.0,170.0,127,17000.0,2097,7,4,9,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6750.0,899,194.900537,21.071496,6750.0,300.12,24,6750.0,2100,7,3,14,1
1,0,0,0,0,0,1,0,0,0,0,0,0,26500.0,899,194.902894,19.957496,8304.0,300.0,108,26500.0,2086,7,1,12,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,194.904657,11.155969,8304.0,150.0,127,15000.0,2507,7,3,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.90565,9.100314,8304.0,150.0,37,5000.0,2092,7,4,13,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,925,194.912333,13.154591,1832.0,173.64,120,16900.0,2506,7,3,12,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.912629,4.248827,11500.0,154.11,120,15000.0,2480,7,0,13,0
1,0,0,0,0,0,0,0,1,0,0,0,0,22000.0,829,194.916471,12.927108,8304.0,220.0,127,22000.0,2513,7,1,6,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,959,194.918193,28.227286,20.0,167.52,60,8600.0,2154,8,0,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,35000.0,899,194.919674,7.320847,35000.0,452.74,90,35000.0,2402,7,3,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,20000.0,1011,194.923497,12.166097,8304.0,301.21,76,20000.0,2099,7,0,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,26000.0,899,194.926112,4.376651,26000.0,480.25,60,26000.0,2483,7,0,13,0
0,1,0,0,0,0,0,0,0,0,1,0,0,25000.0,899,194.940981,18.018085,50000.0,509.11,120,50000.0,2498,7,1,12,0
0,1,0,0,1,0,0,0,0,0,0,0,0,39500.0,899,194.947778,32.048889,32837.0,302.04,180,40500.0,2408,7,3,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,899,194.949174,41.890557,8500.0,150.87,67,8500.0,2093,7,0,15,0
1,0,1,0,0,0,0,0,0,0,0,0,0,75000.0,899,194.951482,47.028906,8304.0,750.0,126,75000.0,2234,8,0,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,805,194.952355,21.991071,20000.0,205.49,120,20000.0,2087,7,2,12,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6000.0,875,194.953532,45.981203,854.0,116.87,60,6000.0,2317,8,0,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,194.955731,12.162461,8304.0,180.0,109,16000.0,2480,7,0,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,194.970888,38.98158,94.0,248.02,73,15900.0,2094,7,0,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,725,194.971633,16.164324,508.0,339.25,50,15500.0,2109,7,4,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,194.973316,11.021291,15000.0,185.04,96,15000.0,2507,7,2,11,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,920,194.974029,18.897456,15300.0,297.34,57,15300.0,2480,7,0,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,194.988993,46.373145,5000.0,222.31,24,5000.0,2096,7,4,14,1
1,0,0,0,0,0,0,0,0,1,0,0,0,25000.0,899,194.998496,10.82524,8304.0,350.0,84,25000.0,2092,7,4,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,899,194.999351,21.98962,8304.0,100.25,58,5000.0,2102,7,4,10,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,836,195.001155,14.00601,2752.67,254.56,120,25000.0,2101,7,2,5,1
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,787,195.013224,11.001642,8304.0,100.0,58,5000.0,2509,7,3,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,899,195.015324,4.278485,27500.0,431.76,72,27500.0,2483,7,0,13,0
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,899,195.016683,36.823493,8304.0,50.0,138,5000.0,2502,7,2,9,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,851,195.01803,18.988229,1500.0,395.0,126,39500.0,2105,7,1,11,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,788,195.026432,32.975748,8304.0,150.0,127,15000.0,2291,8,2,7,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,195.029724,26.899799,5000.0,400.0,13,5000.0,2109,7,5,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,17000.0,906,195.029816,11.133526,1108.0,179.8,120,17500.0,2511,7,3,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,773,195.034569,13.98402,1557.0,234.97,108,21000.0,2088,7,2,12,1
0,1,0,0,0,0,0,0,1,0,0,0,0,12000.0,969,195.037174,17.950022,12000.0,149.86,98,12000.0,2101,7,4,12,1
0,1,0,0,0,0,0,0,0,1,0,0,0,6000.0,871,195.041706,5.096944,6000.0,517.27,12,6000.0,2406,7,4,12,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,670,195.042303,7.043198,2472.34,169.53,120,16500.0,2399,7,3,14,1
